Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,GP,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:29:48.191000,RUS,63,-2.2572770384033345,8.0,2.0,,,-0.9575589761402663,-1.997707228719251,0.5257942426526083,0 days 00:28:57.116000,0 days 00:29:14.780000,0 days 00:29:48.191000,285.0,316.0,304.0,318.0,True,MEDIUM,8.0,False,Mercedes,0 days 00:28:30.161000,2025-03-14 01:43:58.170,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.16692785108899605,1018.3,False,0.9475752093899042,127,0.5
0 days 00:30:01.182000,DOO,7,-2.0705833265240914,9.0,1.0,,,-0.8084258644671141,-1.992087835625308,0.6062552059989152,0 days 00:29:09.424000,0 days 00:29:27.131000,0 days 00:30:01.182000,283.0,320.0,304.0,322.0,True,MEDIUM,9.0,True,Alpine,0 days 00:28:41.967000,2025-03-14 01:44:09.976,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.16692785108899605,1018.3,False,0.9475752093899042,127,0.5
0 days 00:30:40.446000,HUL,27,-1.8208706401708439,5.0,4.0,,,-0.6319615849176088,-1.9002172927173555,0.6424626395047529,0 days 00:29:47.697000,0 days 00:30:06.107000,0 days 00:30:40.446000,277.0,311.0,299.0,312.0,True,MEDIUM,5.0,False,Kick Sauber,0 days 00:29:19.646000,2025-03-14 01:44:47.655,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.16692785108899605,1018.3,False,0.9740016149723972,142,1.0
0 days 00:30:44.672000,ANT,12,-2.1178475573795956,8.0,2.0,,,-0.8618998885730249,-1.983462720643907,0.5828712385263949,0 days 00:29:53.034000,0 days 00:30:10.807000,0 days 00:30:44.672000,284.0,317.0,303.0,318.0,True,MEDIUM,8.0,False,Mercedes,0 days 00:29:25.757000,2025-03-14 01:44:53.766,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.16692785108899605,1018.3,False,0.9740016149723972,142,1.0
0 days 00:30:50.075000,BEA,87,-2.055301225214146,9.0,1.0,,,-0.7929778130587399,-1.9507918305628429,0.5721850168319633,0 days 00:29:58.272000,0 days 00:30:16.295000,0 days 00:30:50.075000,277.0,311.0,299.0,305.0,True,MEDIUM,9.0,True,Haas F1 Team,0 days 00:29:30.763000,2025-03-14 01:44:58.772,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.16692785108899605,1018.3,False,0.9740016149723972,142,1.0
0 days 00:31:44.573000,SAI,55,2.555639589612685,8.0,1.0,,,2.8269165409997283,-0.9177382861995921,1.7259197990648656,0 days 00:30:35.688000,0 days 00:31:01.616000,0 days 00:31:44.573000,192.0,204.0,304.0,186.0,False,MEDIUM,8.0,True,Williams,0 days 00:29:55.994000,2025-03-14 01:45:24.003,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.21982424665234768,1018.3,False,0.9872148177636428,139,1.0
0 days 00:31:51.928000,LAW,30,-2.1336023009980982,9.0,2.0,,,-0.8318950194913751,-1.9758830741451003,0.5503096924221863,0 days 00:31:00.491000,0 days 00:31:18.322000,0 days 00:31:51.928000,284.0,318.0,302.0,321.0,True,MEDIUM,9.0,False,Red Bull Racing,0 days 00:30:33.113000,2025-03-14 01:46:01.122,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.21982424665234768,1018.3,False,0.9872148177636428,139,1.0
0 days 00:31:56.411000,HAD,6,-2.2276581204005512,10.0,2.0,,,-0.9367635223213008,-2.0007129506067094,0.5435207986398414,0 days 00:31:05.218000,0 days 00:31:22.859000,0 days 00:31:56.411000,284.0,321.0,303.0,322.0,True,MEDIUM,10.0,False,Racing Bulls,0 days 00:30:38.193000,2025-03-14 01:46:06.202,1,,False,,False,True,FP1,Australian Grand_Prix,0.14155527302623042,-0.21982424665234768,1018.3,False,0.9872148177636428,139,1.0
0 days 00:42:28.152000,PIA,81,-2.1841750280134877,8.0,3.0,,,-0.869623914277212,-1.9698716303701846,0.520136831167321,0 days 00:41:36.909000,0 days 00:41:54.786000,0 days 00:42:28.152000,284.0,314.0,303.0,319.0,True,MEDIUM,8.0,False,McLaren,0 days 00:41:09.658000,2025-03-14 01:56:37.667,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:42:39.995000,LEC,16,-2.2868959564061178,9.0,2.0,,,-0.9599355994338621,-2.000059532805088,0.5054275613055745,0 days 00:41:49.100000,0 days 00:42:06.746000,0 days 00:42:39.995000,285.0,313.0,307.0,320.0,True,MEDIUM,9.0,False,Ferrari,0 days 00:41:22.153000,2025-03-14 01:56:50.162,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:42:54.838000,HAM,44,-0.8926011461687365,9.0,2.0,,,0.009132548529923212,-1.6874644565094652,0.9072294970161939,0 days 00:41:58.355000,0 days 00:42:18.393000,0 days 00:42:54.838000,263.0,268.0,303.0,320.0,False,MEDIUM,9.0,False,Ferrari,0 days 00:41:28.146000,2025-03-14 01:56:56.155,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:42:58.486000,TSU,22,-1.7214582079380993,10.0,3.0,,,-0.5951239238668695,-1.9267460554631795,0.7317240207170621,0 days 00:42:05.230000,0 days 00:42:23.437000,0 days 00:42:58.486000,274.0,308.0,292.0,307.0,False,MEDIUM,10.0,False,Racing Bulls,0 days 00:41:37.055000,2025-03-14 01:57:05.064,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:42:58.791000,NOR,4,-1.5086116216521444,9.0,2.0,,,-0.8645735897783206,-1.9926105698666052,1.0789633656584674,0 days 00:42:03.277000,0 days 00:42:20.980000,0 days 00:42:58.791000,285.0,319.0,229.0,322.0,False,MEDIUM,9.0,False,McLaren,0 days 00:41:36.009000,2025-03-14 01:57:04.018,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:43:08.807000,BOR,5,-1.827645179926798,8.0,3.0,,,-0.6869209985820168,-1.903092331044489,0.6630807613622441,0 days 00:42:15.916000,0 days 00:42:34.304000,0 days 00:43:08.807000,276.0,310.0,298.0,313.0,True,MEDIUM,8.0,False,Kick Sauber,0 days 00:41:48.050000,2025-03-14 01:57:16.059,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:43:12.247000,HAD,6,-1.6886883412116165,13.0,3.0,,,-0.6111661310986434,-1.927922207506098,0.7657942098840139,0 days 00:42:18.729000,0 days 00:42:36.927000,0 days 00:43:12.247000,,306.0,292.0,308.0,False,MEDIUM,13.0,False,Racing Bulls,0 days 00:41:50.608000,2025-03-14 01:57:18.617,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.3,False,1.0797072373023675,92,0.4
0 days 00:43:40.934000,VER,1,-2.30989788208913,9.0,2.0,,,-0.9848901440166203,-2.014826775121729,0.5118392943222327,0 days 00:42:50.101000,0 days 00:43:07.634000,0 days 00:43:40.934000,283.0,320.0,306.0,323.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:42:23.238000,2025-03-14 01:57:51.247,12,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.2,False,1.1061336428848607,121,1.2
0 days 00:43:58.978000,HUL,27,-1.9940152725381757,9.0,5.0,,,-0.7602992427717945,-1.9127629145084841,0.5706763737692201,0 days 00:43:06.896000,0 days 00:43:25.210000,0 days 00:43:58.978000,277.0,309.0,293.0,312.0,True,MEDIUM,9.0,False,Kick Sauber,0 days 00:42:39.277000,2025-03-14 01:58:07.286,12,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.2,False,1.1061336428848607,121,1.2
0 days 00:44:06.327000,ALB,23,-1.8728612941118985,5.0,2.0,,,-0.6961304138447012,-1.9352404868842563,0.6618235588099584,0 days 00:43:13.692000,0 days 00:43:31.834000,0 days 00:44:06.327000,282.0,316.0,302.0,318.0,True,MEDIUM,5.0,False,Williams,0 days 00:42:45.857000,2025-03-14 01:58:13.866,12,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.11403145552564442,1018.2,False,1.1061336428848607,121,1.2
0 days 00:44:19.274000,TSU,22,-1.822761209405064,11.0,3.0,,,-0.6286937278889134,-1.9327574992380954,0.6708754171864173,0 days 00:43:26.548000,0 days 00:43:44.709000,0 days 00:44:19.274000,272.0,308.0,291.0,301.0,False,MEDIUM,11.0,False,Racing Bulls,0 days 00:42:58.486000,2025-03-14 01:58:26.495,12,,False,,False,True,FP1,Australian Grand_Prix,0.050598793527495155,-0.11403145552564442,1018.2,False,1.1193468456761062,113,1.6
0 days 00:44:33.453000,HAD,6,-1.7569063810797267,14.0,3.0,,,-0.6153252218624362,-1.9402064621765782,0.7249351269347172,0 days 00:43:40.354000,0 days 00:43:58.458000,0 days 00:44:33.453000,274.0,297.0,290.0,300.0,False,MEDIUM,14.0,False,Racing Bulls,0 days 00:43:12.247000,2025-03-14 01:58:40.256,12,,False,,False,True,FP1,Australian Grand_Prix,0.050598793527495155,-0.11403145552564442,1018.2,False,1.1193468456761062,113,1.6
0 days 00:44:57.685000,ALO,14,-2.15786460617059,9.0,2.0,,,-0.8859631994206846,-1.9715705166543995,0.5496810911460429,0 days 00:44:06.220000,0 days 00:44:24.084000,0 days 00:44:57.685000,282.0,316.0,304.0,320.0,True,MEDIUM,9.0,False,Aston Martin,0 days 00:43:39.024000,2025-03-14 01:59:07.033,1,,False,,False,True,FP1,Australian Grand_Prix,0.050598793527495155,-0.11403145552564442,1018.2,False,1.1193468456761062,113,1.6
0 days 00:45:13.639000,RUS,63,-2.3067469333654302,12.0,3.0,,,-1.013112545628073,-2.0029345711322217,0.5148565804477194,0 days 00:44:22.691000,0 days 00:44:40.315000,0 days 00:45:13.639000,284.0,315.0,306.0,322.0,True,SOFT,2.0,True,Mercedes,0 days 00:43:55.923000,2025-03-14 01:59:23.932,1,,False,,False,True,FP1,Australian Grand_Prix,0.050598793527495155,-0.11403145552564442,1018.2,False,1.1193468456761062,113,1.6
0 days 00:45:39.786000,TSU,22,-1.8662443017921275,12.0,3.0,,,-0.6875151544054156,-1.9243937513773428,0.6530231409439561,0 days 00:44:47.138000,0 days 00:45:05.363000,0 days 00:45:39.786000,,297.0,291.0,297.0,False,MEDIUM,12.0,False,Racing Bulls,0 days 00:44:19.274000,2025-03-14 01:59:47.283,1,,False,,False,True,FP1,Australian Grand_Prix,0.014216201728001183,-0.06113505996229278,1018.2,False,1.040067628928629,115,1.1
0 days 00:45:44.318000,PIA,81,-2.1774004882575313,10.0,3.0,,,-0.8155557343479024,-2.008292597105516,0.5396234707277547,0 days 00:44:53.214000,0 days 00:45:10.797000,0 days 00:45:44.318000,283.0,318.0,304.0,320.0,False,MEDIUM,10.0,False,McLaren,0 days 00:44:25.781000,2025-03-14 01:59:53.790,1,,False,,False,True,FP1,Australian Grand_Prix,0.014216201728001183,-0.06113505996229278,1018.2,False,1.040067628928629,115,1.1
0 days 00:45:55.044000,HAD,6,-1.6962506181484975,15.0,3.0,,,-0.5873998981626825,-1.9164220541975632,0.7386386347546353,0 days 00:45:01.654000,0 days 00:45:19.940000,0 days 00:45:55.044000,269.0,291.0,293.0,292.0,False,MEDIUM,15.0,False,Racing Bulls,0 days 00:44:33.453000,2025-03-14 02:00:01.462,1,,False,,False,True,FP1,Australian Grand_Prix,0.014216201728001183,-0.06113505996229278,1018.2,False,1.040067628928629,115,1.1
0 days 00:46:02.936000,SAI,55,-2.274764803819872,11.0,2.0,,,-0.9721157938135419,-1.9911730507030385,0.5117135740670045,0 days 00:45:11.923000,0 days 00:45:29.637000,0 days 00:46:02.936000,282.0,315.0,309.0,320.0,True,SOFT,2.0,True,Williams,0 days 00:44:45.017000,2025-03-14 02:00:13.026,1,,False,,False,True,FP1,Australian Grand_Prix,0.014216201728001183,-0.06113505996229278,1018.2,False,1.040067628928629,115,1.1
0 days 00:46:11.149000,NOR,4,-2.2230892447511863,11.0,2.0,,,-0.8366482660785678,-2.0003208999257365,0.5044217992637454,0 days 00:45:20.264000,0 days 00:45:37.908000,0 days 00:46:11.149000,285.0,318.0,303.0,321.0,True,MEDIUM,11.0,False,McLaren,0 days 00:44:52.902000,2025-03-14 02:00:20.911,1,,False,,False,True,FP1,Australian Grand_Prix,0.014216201728001183,-0.06113505996229278,1018.2,False,1.040067628928629,115,1.1
0 days 00:46:29.980000,STR,18,-2.1061890471019047,9.0,2.0,,,-0.839916123107262,-1.952882767528031,0.5534526988029012,0 days 00:45:38.342000,0 days 00:45:56.349000,0 days 00:46:29.980000,283.0,317.0,302.0,320.0,True,MEDIUM,9.0,False,Aston Martin,0 days 00:45:10.991000,2025-03-14 02:00:39.000,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.1,False,1.040067628928629,169,1.2
0 days 00:46:40.202000,BOR,5,-1.9979539584427999,10.0,3.0,,,-0.7519810612442088,-1.9287063088680434,0.5793510713799941,0 days 00:45:48.173000,0 days 00:46:06.365000,0 days 00:46:40.202000,278.0,312.0,296.0,314.0,True,MEDIUM,10.0,False,Kick Sauber,0 days 00:45:20.526000,2025-03-14 02:00:48.535,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.1,False,1.040067628928629,169,1.2
0 days 00:47:11.015000,ANT,12,-2.200559961376729,12.0,3.0,,,-0.869623914277212,-1.9720932508956968,0.5091991689624329,0 days 00:46:19.876000,0 days 00:46:37.736000,0 days 00:47:11.015000,284.0,316.0,306.0,,True,SOFT,3.0,True,Mercedes,0 days 00:45:52.625000,2025-03-14 02:01:20.634,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.1,False,1.040067628928629,169,1.2
0 days 00:47:39.709000,ALB,23,0.907220764808875,7.0,2.0,,,0.034384171024381384,-0.8927777261776592,1.5682665990081959,0 days 00:46:31.887000,0 days 00:46:58.006000,0 days 00:47:39.709000,234.0,162.0,302.0,322.0,False,MEDIUM,7.0,False,Williams,0 days 00:46:01.593000,2025-03-14 02:01:29.602,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.008238664398941142,1018.1,False,1.1193468456761062,0,2.1
0 days 00:48:07.681000,ALO,14,-2.231911901177547,11.0,2.0,,,-0.9373576781446995,-1.991434417823687,0.5314516541378957,0 days 00:47:16.513000,0 days 00:47:34.225000,0 days 00:48:07.681000,283.0,318.0,302.0,322.0,True,MEDIUM,11.0,False,Aston Martin,0 days 00:46:49.490000,2025-03-14 02:02:17.499,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.008238664398941142,1018.1,False,1.1193468456761062,0,2.1
0 days 00:48:16.474000,GAS,10,-2.1824420062154535,11.0,3.0,,,-0.9337927432043053,-2.002150469770276,0.5797282321456799,0 days 00:47:25.004000,0 days 00:47:42.634000,0 days 00:48:16.474000,279.0,315.0,299.0,320.0,True,SOFT,2.0,True,Alpine,0 days 00:46:57.969000,2025-03-14 02:02:25.978,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.008238664398941142,1018.1,False,1.1457732512585992,183,0.4
0 days 00:48:58.728000,ALB,23,-2.101462624016354,8.0,2.0,,,-0.8339745648732722,-1.978235378230937,0.5790996308695365,0 days 00:48:07.080000,0 days 00:48:24.893000,0 days 00:48:58.728000,284.0,315.0,303.0,320.0,True,MEDIUM,8.0,False,Williams,0 days 00:47:39.709000,2025-03-14 02:03:07.718,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.008238664398941142,1018.1,False,1.1457732512585992,183,0.4
0 days 00:49:46.379000,ALO,14,0.9989133726685527,12.0,2.0,,,1.6778191785460428,-1.6929531660430843,1.7157364583913481,0 days 00:48:43.507000,0 days 00:49:03.503000,0 days 00:49:46.379000,246.0,273.0,292.0,214.0,False,MEDIUM,12.0,False,Aston Martin,0 days 00:48:07.681000,2025-03-14 02:03:35.690,1,,False,,False,True,FP1,Australian Grand_Prix,0.050598793527495155,-0.06113505996229278,1018.2,False,1.0797072373023675,0,0.7
0 days 00:49:54.630000,STR,18,-2.146363643329085,11.0,2.0,,,-0.8788333295398972,-1.9769285426276941,0.5609959141166178,0 days 00:49:03.116000,0 days 00:49:20.939000,0 days 00:49:54.630000,283.0,318.0,305.0,321.0,True,MEDIUM,11.0,False,Aston Martin,0 days 00:48:35.896000,2025-03-14 02:04:03.905,1,,False,,False,True,FP1,Australian Grand_Prix,0.050598793527495155,-0.06113505996229278,1018.2,False,1.0797072373023675,0,0.7
0 days 00:50:24.458000,BOR,5,-2.041909693138418,12.0,3.0,,,-0.8167440459947009,-1.937723474530417,0.5803568334218223,0 days 00:49:32.490000,0 days 00:49:50.613000,0 days 00:50:24.458000,278.0,312.0,300.0,313.0,True,MEDIUM,12.0,False,Kick Sauber,0 days 00:49:05.061000,2025-03-14 02:04:33.070,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.06113505996229278,1018.2,False,1.0797072373023675,123,0.5
0 days 00:50:59.816000,LAW,30,-2.1410070304987934,13.0,3.0,,,-0.824170993787188,-1.985553657609095,0.5504354126774146,0 days 00:50:08.452000,0 days 00:50:26.209000,0 days 00:50:59.816000,284.0,320.0,306.0,321.0,True,SOFT,3.0,True,Red Bull Racing,0 days 00:49:41.048000,2025-03-14 02:05:09.057,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.06113505996229278,1018.2,False,1.0797072373023675,123,0.5
0 days 00:51:06.447000,ALO,14,-1.9361953634582745,13.0,2.0,,,-0.7231645038093564,-1.9460872223911696,0.6331593406178364,0 days 00:50:14.123000,0 days 00:50:32.182000,0 days 00:51:06.447000,283.0,301.0,293.0,307.0,False,MEDIUM,13.0,False,Aston Martin,0 days 00:49:46.379000,2025-03-14 02:05:14.388,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.06113505996229278,1018.2,False,1.0797072373023675,123,0.5
0 days 00:51:12.281000,OCO,31,-2.0825569316741537,9.0,2.0,,,-0.826250539169085,-1.962553350992026,0.5758309042335924,0 days 00:50:20.539000,0 days 00:50:38.472000,0 days 00:51:12.281000,283.0,314.0,299.0,315.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:49:53.142000,2025-03-14 02:05:21.151,1,,False,,False,True,FP1,Australian Grand_Prix,0.06879008942724182,-0.06113505996229278,1018.2,False,1.0797072373023675,123,0.5
0 days 00:51:18.738000,STR,18,-1.2997037212708134,12.0,2.0,,,-0.38330737282512223,-1.8684611875585613,0.9225673681540836,0 days 00:50:23.518000,0 days 00:50:42.171000,0 days 00:51:18.738000,265.0,294.0,290.0,318.0,False,MEDIUM,12.0,False,Aston Martin,0 days 00:49:54.630000,2025-03-14 02:05:22.639,1,,False,,False,True,FP1,Australian Grand_Prix,0.08698138532698912,-0.11403145552564442,1018.2,False,1.1457732512585992,143,0.5
0 days 00:51:28.969000,SAI,55,-2.3563743757637097,14.0,2.0,,,-1.030937220330044,-2.0080312299848675,0.4877010053183407,0 days 00:50:38.276000,0 days 00:50:55.861000,0 days 00:51:28.969000,285.0,317.0,305.0,320.0,True,SOFT,5.0,True,Williams,0 days 00:50:11.568000,2025-03-14 02:05:39.577,1,,False,,False,True,FP1,Australian Grand_Prix,0.08698138532698912,-0.11403145552564442,1018.2,False,1.1457732512585992,143,0.5
0 days 00:51:38.488000,LEC,16,-2.3469215295926085,12.0,3.0,,,-0.9762748845773347,-2.0072471286229217,0.4713573721386227,0 days 00:50:47.919000,0 days 00:51:05.510000,0 days 00:51:38.488000,286.0,314.0,305.0,321.0,True,SOFT,2.0,True,Ferrari,0 days 00:50:21.027000,2025-03-14 02:05:49.036,1,,False,,False,True,FP1,Australian Grand_Prix,0.08698138532698912,-0.11403145552564442,1018.2,False,1.1457732512585992,143,0.5
0 days 01:06:25.434000,RUS,63,-1.567061720476784,18.0,4.0,,,-0.5104567190325106,-1.9057060022509744,0.7988586370091367,0 days 01:05:31.483000,0 days 01:05:49.851000,0 days 01:06:25.434000,279.0,299.0,291.0,301.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:05:03.023000,2025-03-14 02:20:31.032,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
0 days 01:06:35.381000,DOO,7,-2.178975962619382,13.0,3.0,,,-0.8256563833456853,-2.007377812183246,0.5417607150666406,0 days 01:05:44.253000,0 days 01:06:01.843000,0 days 01:06:35.381000,282.0,320.0,303.0,323.0,True,SOFT,2.0,True,Alpine,0 days 01:05:16.854000,2025-03-14 02:20:44.863,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
0 days 01:06:42.920000,TSU,22,-1.51286540242914,16.0,5.0,,,-0.06721647477684893,-1.920342561007291,0.6686124525923024,0 days 01:05:50.117000,0 days 01:06:08.373000,0 days 01:06:42.920000,271.0,300.0,291.0,233.0,False,MEDIUM,16.0,False,Racing Bulls,0 days 01:05:20.165000,2025-03-14 02:20:48.174,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
0 days 01:06:44.907000,PIA,81,-2.31399411542994,13.0,4.0,,,-0.9848901440166203,-2.0146960915614045,0.5084448474310612,0 days 01:05:54.100000,0 days 01:06:11.634000,0 days 01:06:44.907000,285.0,319.0,305.0,322.0,True,SOFT,2.0,True,McLaren,0 days 01:05:27.237000,2025-03-14 02:20:55.246,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
0 days 01:06:54.195000,BOR,5,-2.192997684439848,15.0,4.0,,,-0.9216125488246255,-1.969087529008239,0.5343432200081532,0 days 01:06:02.833000,0 days 01:06:20.716000,0 days 01:06:54.195000,279.0,315.0,297.0,317.0,True,SOFT,2.0,True,Kick Sauber,0 days 01:05:35.757000,2025-03-14 02:21:03.766,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
0 days 01:06:56.601000,NOR,4,0.6296221822508786,14.0,3.0,,,0.9639409567321328,-1.3096582836120387,1.3544164448643399,0 days 01:05:53.670000,0 days 01:06:16.599000,0 days 01:06:56.601000,126.0,244.0,307.0,291.0,False,SOFT,2.0,True,McLaren,0 days 01:05:20.247000,2025-03-14 02:20:48.256,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
0 days 01:06:59.333000,HAM,44,-2.2508175935197494,13.0,4.0,,,-0.9361693664979011,-1.9881673288155806,0.5127193361088336,0 days 01:06:08.289000,0 days 01:06:26.026000,0 days 01:06:59.333000,284.0,316.0,306.0,321.0,True,SOFT,3.0,False,Ferrari,0 days 01:05:41.262000,2025-03-14 02:21:09.271,1,,False,,False,True,FP1,Australian Grand_Prix,0.03240749762774785,-0.06113505996229278,1018.0,False,1.2382656707973239,98,1.1
